ParkName,State,partySize,RateType,BookingType,Equipment,
Smileys,NS,2,Full,CampsitePermit,LT30ft,
Graves Island,NS,2,Senior,CampsitePermit,LT30ft,
Laurie,NS,2,Full,CampsitePermit,ST,
The Islands,QC,2,Full,CampsitePermit,ST,
Caribou Munroes,AB,2,Full,CampsitePermit,LT20ft,
Five Islands,NS,2,Full,CampsitePermit,ST,
Laurie,NS,2,Full,CampsitePermit,ST,
Porters Lake,NS,2,Full,CampsitePermit,ST,
Caribou Munroes,NS,6,Full,CampsitePermit,Tents,
Laurie,NS,4,Full,CampsitePermit,ST,
Ellenwood Lake,AB,1,Full,CampsitePermit,ST,
Porters Lake,ON,2,Senior,CampsitePermit,LT30ft,
Graves Island,NS,2,Full,CampsitePermit,LT30ft,
Dollar Lake,NS,2,Full,CampsitePermit,ST,
Dollar Lake,NS,5,Full,CampsitePermit,ST,
Porters Lake,ON,1,Full,CampsitePermit,ST,
Mira River,QC,2,Full,CampsitePermit,ST,
Rissers Beach,NS,4,Full,CampsitePermit,LT20ft,
Smileys,NS,2,Full,CampsitePermit,ST,
Caribou Munroes,NS,2,Veteran,CampsitePermit,LT30ft,
Salsman,NS,6,Full,CampsitePermit,Tents,
Mira River,QC,2,Senior,CampsitePermit,LT20ft,
Caribou Munroes,NS,2,Full,CampsitePermit,LT20ft,
Cape Chignecto,NB,4,Full,BackcountryPermit,Cabin,
Battery,NS,2,Senior,CampsitePermit,LT30ft,
Rissers Beach,NS,4,Full,CampsitePermit,LT20ft,
Caribou Munroes,ON,2,Full,CampsitePermit,ST,
Battery,QC,2,Senior,CampsitePermit,ST,
Smileys,NS,4,Veteran,CampsitePermit,LT20ft,
Whycocomagh,NS,4,Full,CampsitePermit,LT40ft,
Whycocomagh,NS,6,Full,CampsitePermit,ST,
Laurie,NS,4,Full,CampsitePermit,LT20ft,
Rissers Beach,NS,4,Full,CampsitePermit,LT30ft,
Valleyview,NS,2,Full,CampsitePermit,ST,
Mira River,NS,3,Full,CampsitePermit,LT20ft,
Graves Island,NS,2,Full,CampsitePermit,ST,
Blomidon,NS,4,Full,CampsitePermit,ST,
Dollar Lake,NS,4,Full,CampsitePermit,Tents,
Blomidon,BC,2,Full,CampsitePermit,LT40ft,
Porters Lake,NS,4,Full,CampsitePermit,Tents,
Valleyview,NS,3,Full,CampsitePermit,ST,
Rissers Beach,NS,2,Senior,CampsitePermit,LT40ft,
Five Islands,QC,2,Senior,CampsitePermit,ST,
Laurie,PE,2,Full,CampsitePermit,LT30ft,
Amherst Shore,QC,2,Full,CampsitePermit,ST,
Whycocomagh,AB,1,Full,CampsitePermit,ST,
Blomidon,NS,6,Veteran,CampsitePermit,Tents,
Porters Lake,QC,1,Full,CampsitePermit,ST,
Mira River,NS,4,Full,CampsitePermit,LT30ft,
Five Islands,NS,3,Full,CampsitePermit,ST,
Blomidon,BC,1,Full,CampsitePermit,ST,
Five Islands,ON,1,Full,CampsitePermit,ST,
Mira River,NS,4,Full,CampsitePermit,ST,
Mira River,NS,4,Full,CampsitePermit,LT30ft,
Caribou Munroes,NS,4,Full,CampsitePermit,ST,
Laurie,NS,4,Senior,CampsitePermit,Tents,
Rissers Beach,NS,2,Senior,CampsitePermit,LT30ft,
The Islands,NS,2,Full,CampsitePermit,ST,
Battery,QC,4,Full,CampsitePermit,ST,
Five Islands,NS,2,Full,CampsitePermit,ST,
Amherst Shore,QC,3,Full,CampsitePermit,ST,
Rissers Beach,NS,5,Full,CampsitePermit,LT20ft,
Five Islands,NS,3,Full,CampsitePermit,ST,
Graves Island,NS,2,Full,CampsitePermit,ST,
Amherst Shore,NS,4,Senior,CampsitePermit,LT30ft,
Blomidon,NS,2,Full,CampsitePermit,LT30ft,
Rissers Beach,NS,4,Full,CampsitePermit,ST,
Thomas Raddall,BC,2,Full,CampsitePermit,ST,
Graves Island,NS,4,Full,CampsitePermit,LT20ft,
Battery,ON,2,Full,CampsitePermit,ST,
Battery,ON,2,Full,CampsitePermit,ST,
Thomas Raddall,NS,2,Full,CampsitePermit,LT20ft,
Battery,NS,3,Full,CampsitePermit,Tents,
Smileys,NS,3,Full,CampsitePermit,ST,
Salsman,NS,6,Full,CampsitePermit,Tents,
Cape Chignecto,NB,2,Full,BackcountryPermit,ST,
Graves Island,NS,2,Full,CampsitePermit,ST,
Porters Lake,ON,1,Full,CampsitePermit,LT20ft,
The Islands,NS,4,Full,CampsitePermit,LT20ft,
Dollar Lake,NS,2,Full,CampsitePermit,ST,
Amherst Shore,NB,4,Full,CampsitePermit,LT30ft,
Blomidon,NS,2,Full,CampsitePermit,LT20ft,
Dollar Lake,NS,2,Full,CampsitePermit,ST,
Porters Lake,NS,2,Full,CampsitePermit,LT20ft,
Graves Island,NS,4,Full,CampsitePermit,LT20ft,
Blomidon,NS,3,Full,CampsitePermit,LT20ft,
Graves Island,NS,1,Full,CampsitePermit,ST,
The Islands,NS,2,Full,CampsitePermit,Tents,
Salsman,NS,2,Full,CampsitePermit,ST,
Battery,NL,1,Full,CampsitePermit,ST,
Porters Lake,NS,2,Full,CampsitePermit,ST,
Salsman,NS,2,Full,CampsitePermit,LT20ft,
Graves Island,NS,2,Full,CampsitePermit,LT20ft,
Thomas Raddall,QC,1,Full,CampsitePermit,ST,
Dollar Lake,ON,2,Senior,CampsitePermit,LT20ft,
Caribou Munroes,NS,2,Full,CampsitePermit,Tents,
Blomidon,NS,2,Full,CampsitePermit,LT30ft,
Blomidon,NS,2,Full,CampsitePermit,LT30ft,
Smileys,NS,2,Full,CampsitePermit,LT20ft,
Graves Island,NS,2,Full,CampsitePermit,Greater than 40ft,
Battery,NS,4,Full,CampsitePermit,Tents,
Caribou Munroes,QC,4,Full,CampsitePermit,ST,
Blomidon,NS,2,Full,CampsitePermit,ST,
Battery,NS,2,Full,CampsitePermit,LT20ft,
Ellenwood Lake,NS,1,Full,CampsitePermit,ST,
Five Islands,NS,2,Full,CampsitePermit,ST,
Five Islands,NS,2,Full,CampsitePermit,ST,
Rissers Beach,NS,3,Full,CampsitePermit,LT20ft,
Porters Lake,NS,3,Full,CampsitePermit,LT20ft,
Dollar Lake,BC,2,Full,CampsitePermit,ST,
Caribou Munroes,ON,2,Full,CampsitePermit,LT20ft,
Caribou Munroes,NS,5,Full,CampsitePermit,ST,
Rissers Beach,NS,4,Full,CampsitePermit,LT20ft,
Mira River,QC,4,Full,CampsitePermit,LT20ft,
Graves Island,NS,4,Full,CampsitePermit,ST,
Smileys,NS,2,Full,CampsitePermit,Tents,
Laurie,ON,6,Full,CampsitePermit,Tents,
Porters Lake,NS,2,Senior,CampsitePermit,LT30ft,
Thomas Raddall,NS,4,Full,CampsitePermit,ST,
Salsman,NS,2,Full,CampsitePermit,ST,
Graves Island,ON,2,Full,CampsitePermit,LT30ft,
Ellenwood Lake,NS,6,Full,CampsitePermit,ST,
Battery,NS,1,Full,CampsitePermit,ST,
Whycocomagh,BC,3,Full,CampsitePermit,LT30ft,
Graves Island,ON,5,Full,CampsitePermit,LT20ft,
Graves Island,NS,2,Full,CampsitePermit,ST,
Rissers Beach,NS,2,Full,CampsitePermit,ST,
Blomidon,NS,1,Full,CampsitePermit,ST,
Caribou Munroes,QC,2,Full,CampsitePermit,ST,
Rissers Beach,NS,2,FULL,CampsitePermit,LT30ft,
Caribou Munroes,NS,2,Full,CampsitePermit,ST,
Rissers Beach,NS,3,Full,CampsitePermit,LT40ft,
Ellenwood Lake,NS,3,Full,CampsitePermit,ST,
Dollar Lake,NS,3,Full,CampsitePermit,ST,
Rissers Beach,NS,4,Full,CampsitePermit,LT30ft,
Thomas Raddall,NS,3,Full,CampsitePermit,ST,
Salsman,NS,2,Full,CampsitePermit,ST,
Smileys,NS,6,Full,CampsitePermit,Tents,
Mira River,ON,6,Full,CampsitePermit,Tents,
Caribou Munroes,NS,2,Senior,CampsitePermit,LT40ft,
Rissers Beach,NS,2,Full,CampsitePermit,LT20ft,
Blomidon,NS,2,Senior,CampsitePermit,Tents,
Whycocomagh,NS,1,Senior,CampsitePermit,Tents,
Valleyview,NS,1,Full,CampsitePermit,ST,
Rissers Beach,NS,2,Full,CampsitePermit,ST,
Battery,BC,2,Senior,CampsitePermit,ST,
Blomidon,QC,1,Full,CampsitePermit,ST,
Mira River,ON,3,Full,CampsitePermit,ST,
The Islands,NS,6,Full,CampsitePermit,Tents,
Rissers Beach,AB,2,Full,CampsitePermit,ST,
Cape Chignecto,NS,4,Full,BackcountryPermit,Tents,
Five Islands,QC,3,Full,CampsitePermit,ST,
Rissers Beach,NS,5,Full,CampsitePermit,Tents,
Battery,NS,2,Full,CampsitePermit,ST,
Mira River,NL,4,Full,CampsitePermit,LT30ft,
Dollar Lake,NS,4,Full,CampsitePermit,ST,
Blomidon,NS,2,Full,CampsitePermit,LT30ft,
Rissers Beach,ON,3,Full,CampsitePermit,LT30ft,
Mira River,QC,2,Full,CampsitePermit,ST,
Mira River,NS,2,Full,CampsitePermit,ST,
Dollar Lake,NS,5,Full,CampsitePermit,Tents,
Whycocomagh,ON,2,Senior,CampsitePermit,LT20ft,
Thomas Raddall,NB,2,Full,CampsitePermit,ST,
Rissers Beach,NS,2,Senior,CampsitePermit,LT30ft,
Blomidon,NS,4,Full,CampsitePermit,LT30ft,
Dollar Lake,NS,3,Full,CampsitePermit,ST,
Battery,NS,2,Senior,CampsitePermit,ST,
Dollar Lake,NS,2,Full,CampsitePermit,ST,
Amherst Shore,NL,1,Full,CampsitePermit,ST,
Smileys,NB,2,Full,CampsitePermit,LT20ft,
Ellenwood Lake,NB,2,Full,CampsitePermit,ST,
Battery,NS,2,Full,CampsitePermit,LT20ft,
Smileys,NS,4,Full,CampsitePermit,LT20ft,
Thomas Raddall,ON,2,Full,CampsitePermit,ST,
Graves Island,NS,6,Full,CampsitePermit,LT20ft,
Blomidon,NS,4,Full,CampsitePermit,ST,
Cape Chignecto,NB,1,Full,BackcountryPermit,ST,
Rissers Beach,NS,1,Full,CampsitePermit,ST,
Amherst Shore,NB,2,Senior,CampsitePermit,ST,
Graves Island,ON,2,Full,CampsitePermit,LT30ft,
Rissers Beach,QC,2,Full,CampsitePermit,ST,
Dollar Lake,NS,2,Full,CampsitePermit,ST,
Dollar Lake,NS,2,Full,CampsitePermit,Tents,
Caribou Munroes,ON,2,Full,CampsitePermit,ST,
Porters Lake,NS,3,Full,CampsitePermit,ST,
Caribou Munroes,NS,3,Full,CampsitePermit,LT20ft,
Graves Island,AB,2,Full,CampsitePermit,LT40ft,
Battery,ON,4,Full,CampsitePermit,LT20ft,
Rissers Beach,ON,1,Full,CampsitePermit,ST,
Porters Lake,AB,2,Full,CampsitePermit,LT30ft,
Ellenwood Lake,NS,5,Full,CampsitePermit,Tents,
Graves Island,NS,2,Full,CampsitePermit,LT20ft,
Porters Lake,QC,4,Full,CampsitePermit,LT30ft,
Rissers Beach,NS,2,Senior,CampsitePermit,LT30ft,
Rissers Beach,NS,3,Full,CampsitePermit,LT20ft,
Thomas Raddall,NS,2,Full,CampsitePermit,LT30ft,
Blomidon,NS,4,Full,CampsitePermit,Tents,
Thomas Raddall,NS,2,Full,CampsitePermit,LT30ft,
Rissers Beach,NS,2,Full,CampsitePermit,LT20ft,
Caribou Munroes,QC,2,Full,CampsitePermit,ST,
Amherst Shore,ON,5,Senior,CampsitePermit,LT30ft,
Whycocomagh,NS,4,Full,CampsitePermit,ST,
Caribou Munroes,NS,2,Full,CampsitePermit,LT20ft,
Caribou Munroes,NS,2,Senior,CampsitePermit,LT20ft,
Thomas Raddall,NS,2,Full,CampsitePermit,LT30ft,
Mira River,QC,2,Senior,CampsitePermit,ST,
Mira River,NS,4,Full,CampsitePermit,LT20ft,
Porters Lake,NS,6,Full,CampsitePermit,LT30ft,
Caribou Munroes,ON,2,Full,CampsitePermit,ST,
Graves Island,NS,2,Full,CampsitePermit,LT30ft,
Laurie,NS,2,Full,CampsitePermit,LT20ft,
Graves Island,QC,4,Full,CampsitePermit,Tents,
Amherst Shore,ON,2,Senior,CampsitePermit,LT30ft,
Five Islands,NS,2,Full,CampsitePermit,ST,
Thomas Raddall,NB,6,Full,CampsitePermit,ST,
Laurie,NS,2,Full,CampsitePermit,ST,
Whycocomagh,NS,4,Full,YurtPermit,Tents,
Whycocomagh,NS,2,Full,CampsitePermit,ST,
Smileys,NS,4,Full,CampsitePermit,Tents,
The Islands,NS,4,Full,CampsitePermit,Tents,
Rissers Beach,NS,2,Full,CampsitePermit,ST,
Graves Island,NS,2,Full,CampsitePermit,LT30ft,
Caribou Munroes,BC,2,Full,CampsitePermit,ST,
Battery,QC,2,Full,CampsitePermit,LT30ft,
Dollar Lake,NS,6,Full,CampsitePermit,ST,
Mira River,NS,2,Full,CampsitePermit,LT30ft,
Valleyview,NS,2,Full,CampsitePermit,LT40ft,
Dollar Lake,NS,2,Full,CampsitePermit,ST,
Ellenwood Lake,NS,6,Full,CampsitePermit,Tents,
Caribou Munroes,NS,3,Full,CampsitePermit,LT30ft,
Blomidon,NS,2,Full,CampsitePermit,ST,
Blomidon,NB,2,Full,CampsitePermit,ST,
Dollar Lake,NS,4,Full,CampsitePermit,ST,
Smileys,QC,2,Full,CampsitePermit,ST,
Blomidon,NS,4,Full,CampsitePermit,ST,
Mira River,NS,5,Full,CampsitePermit,LT40ft,
Salsman,NS,2,Full,CampsitePermit,ST,
Five Islands,NS,2,Host,CampsitePermit,ST,
Laurie,NS,2,Full,CampsitePermit,ST,
Graves Island,NS,1,Full,CampsitePermit,LT30ft,
Blomidon,NS,6,Full,CampsitePermit,LT30ft,
Blomidon,NS,2,Full,CampsitePermit,ST,
Five Islands,ON,6,Full,CampsitePermit,ST,
Graves Island,NS,2,Full,CampsitePermit,LT20ft,
Mira River,NS,5,Full,CampsitePermit,ST,
Smileys,NS,4,Full,CampsitePermit,ST,
Battery,QC,5,Full,CampsitePermit,ST,
Blomidon,NS,2,Full,CampsitePermit,Tents,
Mira River,NL,5,Full,CampsitePermit,LT30ft,
Salsman,NS,2,Full,CampsitePermit,ST,
Dollar Lake,NS,5,Full,CampsitePermit,ST,
Mira River,NS,5,Full,CampsitePermit,LT30ft,
Caribou Munroes,NB,2,Full,CampsitePermit,ST,
Laurie,ON,2,Full,CampsitePermit,ST,
Thomas Raddall,NS,3,Full,CampsitePermit,ST,
Caribou Munroes,NS,2,Full,CampsitePermit,LT30ft,
Mira River,NS,3,Full,CampsitePermit,LT40ft,
Cape Chignecto,NB,3,Full,BackcountryPermit,ST,
Cape Chignecto,NS,2,Full,BackcountryPermit,ST,
Dollar Lake,NS,6,Full,CampsitePermit,ST,
Porters Lake,QC,4,Full,CampsitePermit,LT20ft,
Dollar Lake,NS,6,Full,CampsitePermit,Tents,
Blomidon,NS,2,Full,CampsitePermit,ST,
Thomas Raddall,NS,2,Full,CampsitePermit,ST,
Five Islands,NS,2,Senior,CampsitePermit,LT20ft,
Caribou Munroes,NS,2,Senior,CampsitePermit,LT30ft,
Dollar Lake,NS,2,Full,CampsitePermit,ST,
The Islands,NS,2,Full,CampsitePermit,LT20ft,
Graves Island,ON,2,Full,CampsitePermit,ST,
Caribou Munroes,ON,3,Full,CampsitePermit,ST,
Five Islands,ON,1,Senior,CampsitePermit,LT20ft,
Caribou Munroes,QC,2,Senior,CampsitePermit,ST,
The Islands,ON,2,Full,CampsitePermit,ST,
Caribou Munroes,NS,3,Full,CampsitePermit,ST,
Caribou Munroes,NS,5,Full,CampsitePermit,Tents,
Rissers Beach,BC,2,Senior,CampsitePermit,ST,
Mira River,NS,6,Senior,CampsitePermit,Tents,
Rissers Beach,NS,2,Full,CampsitePermit,LT30ft,
Mira River,NS,5,Full,CampsitePermit,Tents,
Thomas Raddall,NS,2,Full,CampsitePermit,LT30ft,
Porters Lake,NB,4,Full,CampsitePermit,ST,
Porters Lake,NS,6,Full,CampsitePermit,Tents,
Dollar Lake,NS,4,Full,CampsitePermit,ST,
Battery,NS,2,Full,CampsitePermit,LT30ft,
Caribou Munroes,NS,3,Full,CampsitePermit,LT20ft,
Rissers Beach,NS,5,Full,CampsitePermit,ST,
Porters Lake,NS,2,Full,CampsitePermit,ST,
Graves Island,NS,2,Full,CampsitePermit,LT30ft,
Rissers Beach,NS,2,Senior,CampsitePermit,LT30ft,
Rissers Beach,NS,4,Full,CampsitePermit,Tents,
Thomas Raddall,NS,4,Full,CampsitePermit,LT30ft,
Valleyview,NS,2,Full,CampsitePermit,LT40ft,
Boylston,NS,2,Full,CampsitePermit,ST,
Five Islands,ON,2,Full,CampsitePermit,LT30ft,
Rissers Beach,NS,5,Full,CampsitePermit,LT40ft,
Dollar Lake,NS,2,Full,CampsitePermit,ST,
Graves Island,QC,2,Full,CampsitePermit,LT20ft,
Ellenwood Lake,NS,2,Full,CampsitePermit,ST,
The Islands,NS,1,Full,CampsitePermit,ST,
Graves Island,NS,2,Full,CampsitePermit,ST,
Porters Lake,QC,2,Senior,CampsitePermit,ST,
Rissers Beach,NS,2,Full,CampsitePermit,ST,
Thomas Raddall,NS,1,Full,CampsitePermit,LT30ft,
Blomidon,NS,6,Full,CampsitePermit,LT20ft,
Caribou Munroes,NS,3,Full,CampsitePermit,LT20ft,
Mira River,NS,6,Full,CampsitePermit,LT40ft,
Rissers Beach,NS,2,Full,CampsitePermit,LT20ft,
Caribou Munroes,NS,2,Senior,CampsitePermit,LT30ft,
Laurie,NS,2,Full,CampsitePermit,ST,
Caribou Munroes,AB,5,Full,CampsitePermit,LT30ft,
Boylston,NS,4,Full,CampsitePermit,LT30ft,
Smileys,NS,3,Full,CampsitePermit,LT30ft,
Mira River,NS,2,Full,CampsitePermit,LT30ft,
Mira River,NS,3,Full,CampsitePermit,Tents,
Battery,NS,2,Full,CampsitePermit,ST,
Blomidon,NS,2,Full,CampsitePermit,ST,
Mira River,QC,2,Full,CampsitePermit,ST,
Caribou Munroes,NS,3,Full,CampsitePermit,ST,
Dollar Lake,NS,2,Full,CampsitePermit,ST,
Caribou Munroes,QC,2,Full,CampsitePermit,ST,
Graves Island,NS,2,Senior,CampsitePermit,LT20ft,
Battery,QC,2,Senior,CampsitePermit,LT20ft,
Five Islands,NB,2,Full,CampsitePermit,ST,
Rissers Beach,NS,2,Full,CampsitePermit,ST,
Rissers Beach,NS,4,Full,CampsitePermit,Tents,
Mira River,NS,2,Full,CampsitePermit,ST,
Dollar Lake,NS,6,Full,CampsitePermit,Tents,
Rissers Beach,NS,1,Full,CampsitePermit,ST,
Caribou Munroes,ON,2,Senior,CampsitePermit,LT20ft,
Mira River,NS,5,Full,CampsitePermit,ST,
Cape Chignecto,NB,2,Full,BackcountryPermit,ST,
Thomas Raddall,NS,4,Full,CampsitePermit,ST,
Dollar Lake,NS,6,Full,CampsitePermit,Tents,
Caribou Munroes,NS,5,Full,CampsitePermit,ST,
Rissers Beach,NS,2,Senior,CampsitePermit,LT30ft,
Caribou Munroes,NS,2,Full,CampsitePermit,ST,
Graves Island,NS,2,Full,CampsitePermit,ST,
Porters Lake,NL,2,Full,CampsitePermit,LT40ft,
Rissers Beach,NS,2,Full,CampsitePermit,LT20ft,
Rissers Beach,NS,2,Senior,CampsitePermit,LT30ft,
Valleyview,NS,2,Full,CampsitePermit,LT20ft,
Porters Lake,NS,1,Full,CampsitePermit,LT20ft,
Thomas Raddall,NS,4,Full,CampsitePermit,LT20ft,
Mira River,NL,2,Senior,CampsitePermit,ST,
Ellenwood Lake,NS,3,Full,CampsitePermit,LT30ft,
Dollar Lake,NS,2,Full,CampsitePermit,LT20ft,
Amherst Shore,NL,5,Full,CampsitePermit,ST,
Amherst Shore,NS,2,Senior,CampsitePermit,LT40ft,
Rissers Beach,NS,5,Veteran,CampsitePermit,LT30ft,
Salsman,NS,2,Full,CampsitePermit,LT20ft,
Battery,NS,4,Full,CampsitePermit,LT40ft,
Rissers Beach,NS,2,Full,CampsitePermit,ST,
Mira River,QC,2,Senior,CampsitePermit,LT20ft,
Laurie,NS,1,Full,CampsitePermit,ST,
Graves Island,NS,2,Senior,CampsitePermit,LT30ft,
Dollar Lake,NS,2,Full,CampsitePermit,Tents,
Thomas Raddall,NS,2,Full,CampsitePermit,ST,
Amherst Shore,NS,5,Full,CampsitePermit,ST,
Caribou Munroes,PE,2,Full,CampsitePermit,ST,
Blomidon,QC,3,Full,CampsitePermit,ST,
Ellenwood Lake,NS,2,Senior,CampsitePermit,ST,
Mira River,NS,3,Full,CampsitePermit,ST,
Smileys,NS,4,Full,CampsitePermit,ST,
Dollar Lake,QC,3,Full,CampsitePermit,ST,
Five Islands,BC,2,Full,CampsitePermit,LT20ft,
Graves Island,NS,2,Full,CampsitePermit,ST,
Five Islands,NB,3,Full,CampsitePermit,LT20ft,
Five Islands,NS,1,Full,CampsitePermit,ST,
Rissers Beach,NS,5,Full,CampsitePermit,LT30ft,
Battery,ON,3,Full,CampsitePermit,ST,
Caribou Munroes,ON,5,Full,CampsitePermit,ST,
Amherst Shore,NS,2,Full,CampsitePermit,ST,
Porters Lake,QC,4,Full,CampsitePermit,ST,
Blomidon,NS,1,Full,CampsitePermit,ST,
Porters Lake,NS,2,Full,CampsitePermit,LT30ft,
Smileys,NS,6,Veteran,CampsitePermit,LT20ft,
Amherst Shore,QC,2,Senior,CampsitePermit,ST,
Rissers Beach,NS,3,Full,CampsitePermit,LT20ft,
Five Islands,NB,2,Full,CampsitePermit,ST,
Rissers Beach,NS,3,Full,CampsitePermit,Tents,
Five Islands,NS,4,Full,CampsitePermit,LT20ft,
Graves Island,NS,2,Full,CampsitePermit,LT20ft,
Ellenwood Lake,NS,2,Full,CampsitePermit,LT20ft,
Laurie,NS,3,Full,CampsitePermit,Tents,
Dollar Lake,NS,4,Full,CampsitePermit,LT20ft,
Porters Lake,AB,1,Full,CampsitePermit,ST,
Caribou Munroes,NS,4,Full,CampsitePermit,ST,
Dollar Lake,NS,4,Full,CampsitePermit,Tents,
Blomidon,NS,7,Full,CampsitePermit,Tents,
Five Islands,NS,2,Senior,CampsitePermit,LT20ft,
Graves Island,NS,2,Full,CampsitePermit,LT40ft,
Battery,QC,2,Full,CampsitePermit,ST,
Boylston,QC,5,Full,CampsitePermit,LT30ft,
Rissers Beach,NS,2,Full,CampsitePermit,LT30ft,
Five Islands,NS,4,Full,CampsitePermit,Tents,
Mira River,NS,2,Full,CampsitePermit,LT30ft,
Amherst Shore,NS,3,Senior,CampsitePermit,ST,
Porters Lake,NB,4,Full,CampsitePermit,ST,
Porters Lake,NS,2,Full,CampsitePermit,LT30ft,
Thomas Raddall,ON,2,Full,CampsitePermit,LT20ft,
Mira River,NS,4,Full,CampsitePermit,LT30ft,
Battery,NS,2,Full,CampsitePermit,LT20ft,
Thomas Raddall,NS,2,Full,CampsitePermit,LT20ft,
Ellenwood Lake,NS,4,Full,CampsitePermit,LT30ft,
Caribou Munroes,NS,2,Full,CampsitePermit,LT30ft,
Rissers Beach,NS,5,Full,CampsitePermit,LT20ft,
Caribou Munroes,QC,3,Full,CampsitePermit,LT20ft,
Mira River,ON,4,Full,CampsitePermit,LT30ft,
Smileys,NS,4,Full,CampsitePermit,ST,
Rissers Beach,NS,2,Full,CampsitePermit,LT30ft,
Salsman,NS,2,Full,CampsitePermit,LT30ft,
Battery,NS,2,Senior,CampsitePermit,LT30ft,
Rissers Beach,NS,2,Full,CampsitePermit,ST,
Dollar Lake,NS,4,Full,CampsitePermit,ST,
Rissers Beach,NS,3,Full,CampsitePermit,ST,
Boylston,NS,4,Full,CampsitePermit,LT20ft,
Blomidon,NS,4,Full,CampsitePermit,LT20ft,
Salsman,NS,1,Full,CampsitePermit,ST,
The Islands,ON,2,Full,CampsitePermit,ST,
Caribou Munroes,NB,2,Full,CampsitePermit,LT20ft,
Amherst Shore,ON,1,Full,CampsitePermit,ST,
Five Islands,NS,1,Full,CampsitePermit,ST,
Boylston,NS,2,Full,CampsitePermit,LT30ft,
Ellenwood Lake,NS,2,Full,CampsitePermit,ST,
Graves Island,NB,5,Full,CampsitePermit,Tents,
Five Islands,NS,2,Full,CampsitePermit,LT30ft,
Battery,NS,4,Full,CampsitePermit,ST,
Caribou Munroes,NS,1,Senior,CampsitePermit,LT20ft,
Mira River,NS,2,Senior,CampsitePermit,LT20ft,
Five Islands,QC,2,Full,CampsitePermit,ST,
Porters Lake,QC,2,Full,CampsitePermit,ST,
Rissers Beach,NS,1,Senior,CampsitePermit,ST,
Five Islands,NB,3,Full,CampsitePermit,ST,
Five Islands,NS,2,Full,CampsitePermit,ST,
Dollar Lake,NS,3,Full,CampsitePermit,ST,
Mira River,QC,1,Full,CampsitePermit,ST,
Mira River,NS,2,Full,CampsitePermit,Tents,
Rissers Beach,NS,2,Full,CampsitePermit,LT20ft,
Ellenwood Lake,NS,4,Senior,CampsitePermit,ST,
Battery,NS,6,Full,CampsitePermit,Tents,
Graves Island,NS,4,Full,CampsitePermit,LT30ft,
Amherst Shore,NS,2,Senior,CampsitePermit,ST,
Rissers Beach,NS,2,Full,CampsitePermit,LT20ft,
Ellenwood Lake,NS,2,Full,CampsitePermit,ST,
Amherst Shore,ON,4,Full,CampsitePermit,LT20ft,
Whycocomagh,ON,4,Full,CampsitePermit,LT20ft,
Porters Lake,ON,1,Full,CampsitePermit,LT20ft,
Caribou Munroes,AB,2,Senior,CampsitePermit,LT30ft,
Rissers Beach,NS,2,Full,CampsitePermit,LT20ft,
Amherst Shore,ON,2,Senior,CampsitePermit,ST,
Blomidon,NS,2,Full,CampsitePermit,ST,
Dollar Lake,NS,4,Full,CampsitePermit,ST,
Whycocomagh,QC,2,Full,CampsitePermit,ST,
Ellenwood Lake,NS,6,Full,CampsitePermit,LT30ft,
Laurie,NS,2,Full,CampsitePermit,LT30ft,
Laurie,QC,1,Full,CampsitePermit,ST,
Porters Lake,QC,2,Full,CampsitePermit,ST,
Caribou Munroes,NB,2,Full,CampsitePermit,LT30ft,
Laurie,NS,6,Full,CampsitePermit,ST,
The Islands,ON,2,Full,CampsitePermit,LT20ft,
Blomidon,NS,4,Full,CampsitePermit,Tents,
Ellenwood Lake,NS,4,Full,CampsitePermit,LT30ft,
Thomas Raddall,NS,2,Full,CampsitePermit,LT40ft,
Battery,QC,1,Senior,CampsitePermit,LT20ft,
Mira River,NS,6,Full,CampsitePermit,LT20ft,
Cape Chignecto,NS,2,Full,BackcountryPermit,ST,
Mira River,NS,4,Full,CampsitePermit,LT20ft,
Graves Island,NS,6,Full,CampsitePermit,LT30ft,
Blomidon,ON,4,Full,CampsitePermit,LT30ft,
Porters Lake,NS,2,Full,CampsitePermit,ST,
Cape Chignecto,NS,3,Full,BackcountryPermit,ST,
Amherst Shore,NS,5,Full,CampsitePermit,ST,
Graves Island,NS,4,Full,CampsitePermit,LT30ft,
Caribou Munroes,QC,2,Full,CampsitePermit,LT30ft,
Cape Chignecto,NS,2,Full,BackcountryPermit,ST,
Battery,NS,2,Full,CampsitePermit,ST,
The Islands,NS,4,Full,CampsitePermit,LT20ft,
Caribou Munroes,NS,6,Full,CampsitePermit,Tents,
Caribou Munroes,NS,4,Full,CampsitePermit,LT30ft,
Graves Island,NS,1,Full,CampsitePermit,ST,
Rissers Beach,NS,3,Full,CampsitePermit,LT30ft,
Caribou Munroes,NS,2,Full,CampsitePermit,ST,
Dollar Lake,NS,1,Full,CampsitePermit,ST,
Rissers Beach,NS,5,Full,CampsitePermit,LT30ft,
Rissers Beach,NS,2,Full,CampsitePermit,LT20ft,
Thomas Raddall,ON,12,Full,CampsitePermit,ST,
Five Islands,NS,2,Full,CampsitePermit,LT20ft,
Blomidon,QC,2,Senior,CampsitePermit,LT20ft,
Caribou Munroes,NS,3,Full,CampsitePermit,LT20ft,
Mira River,NS,4,Full,CampsitePermit,ST,
Thomas Raddall,NS,5,Full,CampsitePermit,ST,
