ParkName,State,partySize,RateType,BookingType,Equipment,
Caribou Munroes,QC,2,Full,CampsitePermit,Less than 20ft,
Laurie,NS,3,Full,CampsitePermit,Less than 30ft,
Smileys,NS,4,Full,CampsitePermit,Less than 40ft,
Caribou Munroes,NS,6,Senior,CampsitePermit,Less than 20ft,
Porters Lake,AB,2,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,6,Full,CampsitePermit,Single Tent,
Dollar Lake,ON,4,Full,CampsitePermit,Single Tent,
Boylston,NS,2,Full,CampsitePermit,Less than 20ft,
Mira River,NS,6,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,4,Full,CampsitePermit,Less than 30ft,
Porters Lake,NS,4,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,5,Full,CampsitePermit,Single Tent,
Battery,QC,5,Full,CampsitePermit,Single Tent,
Porters Lake,NS,2,Full,CampsitePermit,Single Tent,
Battery,MB,2,Full,CampsitePermit,Single Tent,
Mira River,QC,4,Full,CampsitePermit,Single Tent,
Thomas Raddall,NB,2,Full,CampsitePermit,Single Tent,
Laurie,NS,2,Full,CampsitePermit,Tents,
Mira River,NS,5,Full,CampsitePermit,Less than 40ft,
Mira River,NS,2,Full,CampsitePermit,Single Tent,
Blomidon,NS,4,Full,CampsitePermit,Tents,
Mira River,NS,2,Senior,CampsitePermit,Less than 30ft,
Thomas Raddall,NS,4,Full,CampsitePermit,Less than 30ft,
Cape Chignecto,NS,1,Full,BackcountryPermit,Single Tent,
Ellenwood Lake,NS,6,Full,CampsitePermit,Single Tent,
Porters Lake,NS,2,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,3,Full,CampsitePermit,Less than 20ft,
Thomas Raddall,NS,6,Full,CampsitePermit,Single Tent,
Battery,NS,2,Full,CampsitePermit,Single Tent,
Graves Island,NS,2,Full,CampsitePermit,Less than 20ft,
Caribou Munroes,ON,4,Full,CampsitePermit,Less than 20ft,
Caribou Munroes,QC,2,Full,CampsitePermit,Single Tent,
Cape Chignecto,NB,1,Full,BackcountryPermit,Single Tent,
Graves Island,NS,2,Full,CampsitePermit,Tents,
Blomidon,NB,4,Senior,CampsitePermit,Single Tent,
Porters Lake,NS,3,Full,CampsitePermit,Less than 30ft,
Graves Island,NS,3,Full,CampsitePermit,Single Tent,
Mira River,ON,2,Senior,CampsitePermit,Less than 20ft,
Porters Lake,ON,2,Full,CampsitePermit,Single Tent,
Battery,NS,4,Full,CampsitePermit,Less than 20ft,
Dollar Lake,NS,2,Full,CampsitePermit,Single Tent,
Graves Island,QC,2,Full,CampsitePermit,Less than 20ft,
Thomas Raddall,NS,3,Full,CampsitePermit,Less than 20ft,
Blomidon,NS,4,Full,CampsitePermit,Single Tent,
Battery,QC,1,Full,CampsitePermit,Less than 20ft,
Caribou Munroes,NS,2,Full,CampsitePermit,Less than 30ft,
Amherst Shore,NS,2,Full,CampsitePermit,Less than 30ft,
Five Islands,NS,3,Full,CampsitePermit,Less than 20ft,
Ellenwood Lake,NS,1,Full,CampsitePermit,Single Tent,
Cape Chignecto,QC,2,Full,BackcountryPermit,Single Tent,
Graves Island,NS,3,Full,CampsitePermit,Tents,
Mira River,QC,3,Full,CampsitePermit,Tents,
Caribou Munroes,NS,4,Full,CampsitePermit,Less than 20ft,
Mira River,NS,4,Full,CampsitePermit,Less than 20ft,
Rissers Beach,NS,5,Senior,CampsitePermit,Less than 20ft,
Rissers Beach,NS,5,Veteran,CampsitePermit,Less than 20ft,
Graves Island,QC,1,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,4,Full,CampsitePermit,Less than 20ft,
Battery,NS,2,Full,CampsitePermit,Single Tent,
Laurie,NS,2,Full,CampsitePermit,Single Tent,
Smileys,NS,4,Full,CampsitePermit,Single Tent,
Five Islands,NS,3,Full,CampsitePermit,Single Tent,
Mira River,NS,2,Veteran,CampsitePermit,Single Tent,
Thomas Raddall,NS,4,Full,CampsitePermit,Less than 20ft,
Mira River,NS,2,Full,CampsitePermit,Single Tent,
Porters Lake,QC,2,Full,CampsitePermit,Single Tent,
Laurie,QC,2,Full,CampsitePermit,Single Tent,
Graves Island,NS,1,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,3,Full,CampsitePermit,Less than 30ft,
Porters Lake,ON,2,Full,CampsitePermit,Less than 30ft,
Ellenwood Lake,NS,6,Full,CampsitePermit,Less than 30ft,
Caribou Munroes,NS,2,Full,CampsitePermit,Less than 20ft,
Mira River,NS,2,Full,CampsitePermit,Single Tent,
Mira River,NS,4,Full,CampsitePermit,Less than 30ft,
Mira River,QC,5,Full,CampsitePermit,Less than 20ft,
Thomas Raddall,NS,4,Full,CampsitePermit,Single Tent,
Battery,NS,2,Senior,CampsitePermit,Less than 20ft,
Dollar Lake,NS,6,Full,CampsitePermit,Tents,
Porters Lake,NS,2,Full,CampsitePermit,Single Tent,
Ellenwood Lake,NS,3,Senior,CampsitePermit,Single Tent,
Thomas Raddall,NS,2,Full,CampsitePermit,Less than 30ft,
Ellenwood Lake,NS,2,Senior,CampsitePermit,Less than 30ft,
Graves Island,NS,2,Full,CampsitePermit,Less than 20ft,
Thomas Raddall,NS,2,Full,CampsitePermit,Less than 20ft,
Blomidon,NS,4,Full,CampsitePermit,Less than 30ft,
Ellenwood Lake,NS,4,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,6,Full,CampsitePermit,Less than 30ft,
Five Islands,ON,3,Full,CampsitePermit,Single Tent,
Smileys,NS,1,Veteran,CampsitePermit,Single Tent,
Dollar Lake,NS,4,Full,CampsitePermit,Single Tent,
Mira River,ON,5,Full,CampsitePermit,Less than 20ft,
Rissers Beach,NS,4,Full,CampsitePermit,Tents,
Rissers Beach,NS,2,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,3,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,5,Full,CampsitePermit,Single Tent,
Caribou Munroes,ON,2,Full,CampsitePermit,Less than 20ft,
Porters Lake,SK,2,Full,CampsitePermit,Single Tent,
Graves Island,NS,2,Senior,CampsitePermit,Less than 20ft,
Porters Lake,NS,2,Full,CampsitePermit,Less than 30ft,
Battery,NS,2,Full,CampsitePermit,Single Tent,
Blomidon,ON,2,Full,CampsitePermit,Less than 20ft,
Mira River,QC,2,Full,CampsitePermit,Less than 20ft,
Porters Lake,NS,4,Full,CampsitePermit,Less than 20ft,
Battery,NS,2,Senior,CampsitePermit,Single Tent,
Porters Lake,NS,2,Full,CampsitePermit,Single Tent,
Amherst Shore,ON,2,Full,CampsitePermit,Less than 20ft,
Porters Lake,NS,4,Full,CampsitePermit,Tents,
Blomidon,NS,2,Full,CampsitePermit,Single Tent,
Porters Lake,ON,2,Full,CampsitePermit,Single Tent,
Battery,NS,5,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,3,Full,CampsitePermit,Single Tent,
Graves Island,QC,2,Full,CampsitePermit,Single Tent,
Mira River,NS,4,Full,CampsitePermit,Less than 30ft,
Graves Island,NS,2,Full,CampsitePermit,Single Tent,
Blomidon,QC,2,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,4,Senior,CampsitePermit,Tents,
Rissers Beach,NS,2,Full,CampsitePermit,Less than 20ft,
Rissers Beach,NS,6,Full,CampsitePermit,Less than 20ft,
Whycocomagh,NS,2,Full,CampsitePermit,Single Tent,
Mira River,NB,4,Full,CampsitePermit,Single Tent,
Thomas Raddall,NS,2,Full,CampsitePermit,Less than 30ft,
Caribou Munroes,NS,2,Full,CampsitePermit,Less than 20ft,
Blomidon,QC,2,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,2,Full,CampsitePermit,Less than 20ft,
Cape Chignecto,NB,2,Full,BackcountryPermit,Single Tent,
Rissers Beach,NS,6,Full,CampsitePermit,Tents,
Ellenwood Lake,NS,4,Full,CampsitePermit,Less than 30ft,
Rissers Beach,NS,2,Full,CampsitePermit,Less than 20ft,
Caribou Munroes,NS,2,Full,CampsitePermit,Less than 40ft,
Rissers Beach,NS,2,Full,CampsitePermit,Less than 20ft,
Graves Island,NS,4,Full,CampsitePermit,Less than 20ft,
Dollar Lake,NS,3,Senior,CampsitePermit,Less than 20ft,
Thomas Raddall,NS,2,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,4,Full,CampsitePermit,Single Tent,
Caribou Munroes,NS,2,Senior,CampsitePermit,Less than 20ft,
Rissers Beach,NS,4,Full,CampsitePermit,Single Tent,
Rissers Beach,AB,4,Full,CampsitePermit,Less than 30ft,
Thomas Raddall,NS,2,Full,CampsitePermit,Less than 30ft,
Caribou Munroes,NS,3,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,1,Full,CampsitePermit,Single Tent,
Caribou Munroes,NS,2,Full,CampsitePermit,Less than 30ft,
Laurie,NS,4,Full,CampsitePermit,Single Tent,
Ellenwood Lake,NS,1,Full,CampsitePermit,Single Tent,
Amherst Shore,BC,1,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,7,Full,CampsitePermit,Less than 40ft,
Battery,QC,2,Full,CampsitePermit,Single Tent,
Graves Island,NS,4,Full,CampsitePermit,Less than 30ft,
Mira River,NS,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,QC,2,Full,CampsitePermit,Less than 30ft,
Amherst Shore,NB,2,Full,CampsitePermit,Single Tent,
Ellenwood Lake,NS,3,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,1,Full,CampsitePermit,Single Tent,
Mira River,NS,2,Full,CampsitePermit,Less than 20ft,
Graves Island,NS,2,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,6,Full,CampsitePermit,Less than 40ft,
Smileys,NS,2,Full,CampsitePermit,Less than 40ft,
Caribou Munroes,ON,5,Full,CampsitePermit,Less than 20ft,
Battery,NS,3,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,5,Full,CampsitePermit,Single Tent,
Rissers Beach,PE,3,Full,CampsitePermit,Less than 20ft,
Rissers Beach,NS,5,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,1,Full,CampsitePermit,Single Tent,
Amherst Shore,QC,2,Senior,CampsitePermit,Single Tent,
Boylston,NS,3,Full,CampsitePermit,Single Tent,
Caribou Munroes,NS,4,Full,CampsitePermit,Tents,
Graves Island,NS,4,Senior,CampsitePermit,Less than 30ft,
Blomidon,NS,2,Full,CampsitePermit,Single Tent,
Porters Lake,AB,5,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,2,Full,CampsitePermit,Single Tent,
Mira River,AB,2,Senior,CampsitePermit,Single Tent,
Blomidon,QC,6,Full,CampsitePermit,Single Tent,
Ellenwood Lake,NS,5,Full,CampsitePermit,Single Tent,
Blomidon,NS,2,Full,CampsitePermit,Single Tent,
Five Islands,QC,1,Full,CampsitePermit,Single Tent,
Thomas Raddall,NS,2,Full,CampsitePermit,Single Tent,
Battery,ON,2,Full,CampsitePermit,Single Tent,
Porters Lake,NS,6,Full,CampsitePermit,Less than 30ft,
Laurie,NS,3,Full,CampsitePermit,Single Tent,
Smileys,NS,1,Full,CampsitePermit,Less than 30ft,
Laurie,NS,3,Full,CampsitePermit,Less than 20ft,
Rissers Beach,NS,2,Senior,CampsitePermit,Less than 30ft,
Cape Chignecto,NB,6,Full,BackcountryPermit,Single Tent,
Five Islands,NS,2,Veteran,CampsitePermit,Single Tent,
Amherst Shore,NS,4,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,2,Senior,CampsitePermit,Less than 20ft,
Thomas Raddall,NS,3,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,2,Full,CampsitePermit,Single Tent,
Mira River,NS,4,Full,CampsitePermit,Less than 30ft,
Thomas Raddall,NS,4,Full,CampsitePermit,Tents,
Rissers Beach,ON,2,Senior,CampsitePermit,Less than 20ft,
Mira River,NS,5,Full,CampsitePermit,Single Tent,
Ellenwood Lake,ON,2,Senior,CampsitePermit,Single Tent,
Caribou Munroes,NS,2,Full,CampsitePermit,Single Tent,
Smileys,NS,2,Full,CampsitePermit,Less than 30ft,
Laurie,ON,5,Full,CampsitePermit,Single Tent,
Salsman,NS,2,Full,CampsitePermit,Single Tent,
Porters Lake,NS,3,Full,CampsitePermit,Tents,
Dollar Lake,NS,5,Full,CampsitePermit,Tents,
Five Islands,NS,2,Full,CampsitePermit,Less than 20ft,
Rissers Beach,NS,2,Senior,CampsitePermit,Less than 20ft,
Mira River,ON,2,Full,CampsitePermit,Less than 30ft,
Five Islands,NB,2,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,2,Full,CampsitePermit,Less than 40ft,
Ellenwood Lake,NS,3,Full,CampsitePermit,Less than 20ft,
Rissers Beach,PE,4,Full,CampsitePermit,Tents,
Whycocomagh,ON,4,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,2,Full,CampsitePermit,Tents,
Graves Island,NS,6,Full,CampsitePermit,Tents,
Porters Lake,NS,4,Full,CampsitePermit,Tents,
Mira River,ON,3,Full,CampsitePermit,Less than 30ft,
Caribou Munroes,NS,4,Full,CampsitePermit,Tents,
Caribou Munroes,NS,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,QC,5,Full,CampsitePermit,Less than 30ft,
Caribou Munroes,NB,5,Full,CampsitePermit,Tents,
Caribou Munroes,ON,2,Senior,CampsitePermit,Single Tent,
Whycocomagh,ON,2,Senior,CampsitePermit,Less than 20ft,
Blomidon,AB,2,Full,CampsitePermit,Single Tent,
Ellenwood Lake,NS,3,Full,CampsitePermit,Less than 30ft,
Rissers Beach,ON,1,Full,CampsitePermit,Single Tent,
Amherst Shore,NB,2,Full,CampsitePermit,Single Tent,
Graves Island,NS,2,Full,CampsitePermit,Less than 40ft,
Graves Island,NS,2,Senior,CampsitePermit,Less than 20ft,
Blomidon,NS,1,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,4,Full,CampsitePermit,Single Tent,
Five Islands,NS,3,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,6,Full,CampsitePermit,Less than 30ft,
Ellenwood Lake,NS,3,Senior,CampsitePermit,Less than 20ft,
Salsman,NS,2,Full,CampsitePermit,Single Tent,
Cape Chignecto,NS,1,Full,BackcountryPermit,Single Tent,
Blomidon,NS,4,Full,CampsitePermit,Less than 20ft,
Graves Island,NS,2,Full,CampsitePermit,Less than 20ft,
Laurie,NS,2,Full,CampsitePermit,Single Tent,
Mira River,NS,2,Full,CampsitePermit,Less than 40ft,
Laurie,NS,4,Full,CampsitePermit,Less than 20ft,
Battery,NS,3,Full,CampsitePermit,Single Tent,
Ellenwood Lake,NS,4,Full,CampsitePermit,Less than 20ft,
Blomidon,NS,2,Full,CampsitePermit,Single Tent,
Smileys,NS,6,Full,CampsitePermit,Less than 30ft,
The Islands,NS,1,Senior,CampsitePermit,Single Tent,
Blomidon,ON,1,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,2,Senior,CampsitePermit,Less than 40ft,
Caribou Munroes,NS,2,Senior,CampsitePermit,Less than 30ft,
Caribou Munroes,QC,3,Full,CampsitePermit,Less than 20ft,
Rissers Beach,NS,3,Full,CampsitePermit,Single Tent,
Battery,NS,2,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,3,Full,CampsitePermit,Less than 20ft,
Graves Island,NS,4,Full,CampsitePermit,Tents,
Thomas Raddall,NS,2,Full,CampsitePermit,Less than 20ft,
Salsman,NB,2,Senior,CampsitePermit,Less than 30ft,
Porters Lake,NS,2,Veteran,CampsitePermit,Less than 30ft,
Smileys,NS,4,Full,CampsitePermit,Less than 30ft,
Graves Island,NS,4,Full,CampsitePermit,Single Tent,
Smileys,NS,5,Full,CampsitePermit,Less than 30ft,
Graves Island,NS,4,Full,CampsitePermit,Single Tent,
Graves Island,NS,2,Full,CampsitePermit,Less than 30ft,
Rissers Beach,NS,2,Full,CampsitePermit,Less than 20ft,
Ellenwood Lake,ON,2,Full,CampsitePermit,Single Tent,
Five Islands,NS,3,Full,CampsitePermit,Single Tent,
Graves Island,NS,1,Full,CampsitePermit,Single Tent,
Five Islands,BC,2,Full,CampsitePermit,Less than 20ft,
Graves Island,NS,2,Senior,CampsitePermit,Less than 20ft,
The Islands,NS,2,Full,CampsitePermit,Less than 20ft,
Graves Island,NS,2,Full,CampsitePermit,Less than 40ft,
Porters Lake,QC,1,Full,CampsitePermit,Single Tent,
Cape Chignecto,NS,1,Full,BackcountryPermit,Single Tent,
Ellenwood Lake,NS,3,Full,CampsitePermit,Tents,
Mira River,NS,3,Full,CampsitePermit,Less than 20ft,
Blomidon,NS,2,Full,CampsitePermit,Single Tent,
Graves Island,NS,4,Full,CampsitePermit,Less than 30ft,
Graves Island,NS,4,Full,CampsitePermit,Tents,
Mira River,NS,2,Full,CampsitePermit,Less than 30ft,
Mira River,NS,4,Full,CampsitePermit,Less than 20ft,
Thomas Raddall,NS,2,Senior,CampsitePermit,Tents,
Rissers Beach,NS,2,Full,CampsitePermit,Less than 40ft,
Whycocomagh,NS,3,Full,CampsitePermit,Single Tent,
The Islands,NS,4,Senior,CampsitePermit,Less than 20ft,
Rissers Beach,NS,3,Full,CampsitePermit,Less than 20ft,
Cape Chignecto,ON,1,Full,BackcountryPermit,Single Tent,
Rissers Beach,QC,4,Full,CampsitePermit,Single Tent,
Thomas Raddall,NS,2,Full,CampsitePermit,Single Tent,
Five Islands,ON,5,Full,CampsitePermit,Single Tent,
Smileys,NS,6,Full,CampsitePermit,Tents,
Amherst Shore,NB,2,Full,CampsitePermit,Single Tent,
Thomas Raddall,NS,3,Full,CampsitePermit,Less than 40ft,
Thomas Raddall,NS,4,Full,CampsitePermit,Single Tent,
Graves Island,NS,2,Full,CampsitePermit,Less than 40ft,
Caribou Munroes,QC,4,Full,CampsitePermit,Less than 20ft,
Five Islands,NS,2,Full,CampsitePermit,Single Tent,
Amherst Shore,ON,4,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,4,Full,CampsitePermit,Less than 30ft,
Porters Lake,ON,2,Senior,CampsitePermit,Less than 40ft,
Five Islands,NB,2,Full,CampsitePermit,Single Tent,
Thomas Raddall,NS,4,Full,CampsitePermit,Single Tent,
Thomas Raddall,BC,5,Full,CampsitePermit,Tents,
Battery,ON,2,Senior,CampsitePermit,Less than 20ft,
Dollar Lake,NS,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,NS,2,Full,CampsitePermit,Single Tent,
Ellenwood Lake,NB,5,Full,CampsitePermit,Tents,
Graves Island,NS,2,Full,CampsitePermit,Less than 40ft,
Blomidon,NS,4,Full,CampsitePermit,Single Tent,
Laurie,NS,5,Full,CampsitePermit,Tents,
Battery,ON,4,Full,CampsitePermit,Single Tent,
Ellenwood Lake,NS,4,Full,CampsitePermit,Less than 30ft,
Salsman,NS,4,Veteran,CampsitePermit,Less than 20ft,
Laurie,NS,2,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,1,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,3,Full,CampsitePermit,Single Tent,
Whycocomagh,BC,2,Senior,CampsitePermit,Less than 30ft,
Thomas Raddall,NS,4,Full,CampsitePermit,Less than 20ft,
Dollar Lake,NS,4,Full,CampsitePermit,Single Tent,
The Islands,NS,2,Full,CampsitePermit,Less than 20ft,
Ellenwood Lake,NS,4,Full,CampsitePermit,Single Tent,
Rissers Beach,ON,4,Full,CampsitePermit,Less than 30ft,
Rissers Beach,NS,2,Senior,CampsitePermit,Less than 20ft,
Mira River,NS,2,Full,CampsitePermit,Less than 20ft,
Mira River,ON,2,Full,CampsitePermit,Single Tent,
Mira River,NS,2,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,4,Full,CampsitePermit,Tents,
Graves Island,NS,2,Full,CampsitePermit,Less than 30ft,
Graves Island,ON,1,Full,CampsitePermit,Single Tent,
Blomidon,AB,2,Full,CampsitePermit,Single Tent,
Mira River,BC,2,Full,CampsitePermit,Single Tent,
Battery,ON,4,Full,CampsitePermit,Single Tent,
Mira River,ON,1,Full,CampsitePermit,Less than 20ft,
Laurie,NS,4,Full,CampsitePermit,Less than 30ft,
Thomas Raddall,ON,1,Full,CampsitePermit,Less than 20ft,
Graves Island,NS,4,Full,CampsitePermit,Tents,
Mira River,NS,2,Full,CampsitePermit,Less than 40ft,
Caribou Munroes,NS,3,Full,CampsitePermit,Single Tent,
Cape Chignecto,NB,1,Full,BackcountryPermit,Single Tent,
Ellenwood Lake,ON,2,Senior,CampsitePermit,Single Tent,
Salsman,NS,2,Full,CampsitePermit,Single Tent,
Mira River,NS,4,Full,CampsitePermit,Less than 40ft,
Cape Chignecto,ON,1,Full,BackcountryPermit,Single Tent,
Five Islands,QC,2,Full,CampsitePermit,Less than 20ft,
Rissers Beach,NS,2,Full,CampsitePermit,Less than 30ft,
Blomidon,NS,2,Full,CampsitePermit,Single Tent,
The Islands,NS,2,Senior,CampsitePermit,Less than 20ft,
Ellenwood Lake,NS,3,Full,CampsitePermit,Single Tent,
Five Islands,NB,4,Full,CampsitePermit,Less than 20ft,
Amherst Shore,QC,4,Full,CampsitePermit,Less than 30ft,
Laurie,NS,3,Full,CampsitePermit,Single Tent,
Caribou Munroes,NB,5,Full,CampsitePermit,Tents,
Dollar Lake,NS,2,Full,CampsitePermit,Tents,
Five Islands,NS,4,Full,CampsitePermit,Less than 30ft,
Mira River,NS,5,Full,CampsitePermit,Less than 30ft,
Five Islands,NS,2,Full,CampsitePermit,Single Tent,
Cape Chignecto,NB,3,Full,BackcountryPermit,Single Tent,
Smileys,NS,5,Full,CampsitePermit,Less than 30ft,
Mira River,AB,2,Senior,CampsitePermit,Less than 30ft,
Graves Island,AB,4,Full,CampsitePermit,Less than 30ft,
Graves Island,NS,6,Full,CampsitePermit,Tents,
Graves Island,ON,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,NS,5,Full,CampsitePermit,Tents,
Thomas Raddall,NS,1,Full,CampsitePermit,Single Tent,
Battery,NS,2,Full,CampsitePermit,Less than 20ft,
Mira River,NS,5,Full,CampsitePermit,Less than 30ft,
Mira River,NS,4,Full,CampsitePermit,Less than 20ft,
Five Islands,NS,3,Full,CampsitePermit,Less than 30ft,
Caribou Munroes,NS,4,Full,CampsitePermit,Single Tent,
Cape Chignecto,NS,2,Full,BackcountryPermit,Single Tent,
Whycocomagh,ON,4,Veteran,CampsitePermit,Less than 40ft,
Porters Lake,NS,4,Full,CampsitePermit,Less than 20ft,
Ellenwood Lake,NS,2,Full,CampsitePermit,Single Tent,
Thomas Raddall,ON,2,Full,CampsitePermit,Single Tent,
Graves Island,QC,2,Full,CampsitePermit,Less than 40ft,
Ellenwood Lake,NS,2,Senior,CampsitePermit,Less than 20ft,
Laurie,NS,4,Full,CampsitePermit,Tents,
Dollar Lake,NS,3,Full,CampsitePermit,Single Tent,
Graves Island,QC,1,Full,CampsitePermit,Single Tent,
Porters Lake,ON,2,Full,CampsitePermit,Single Tent,
Graves Island,NS,2,Senior,CampsitePermit,Less than 30ft,
Whycocomagh,NS,2,Full,CampsitePermit,Less than 30ft,
Mira River,QC,3,Full,CampsitePermit,Less than 30ft,
Mira River,NB,2,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,3,Full,CampsitePermit,Tents,
Rissers Beach,NS,4,Full,CampsitePermit,Less than 20ft,
Porters Lake,QC,2,Full,CampsitePermit,Less than 20ft,
Blomidon,NS,3,Full,CampsitePermit,Single Tent,
Battery,ON,5,Full,CampsitePermit,Less than 30ft,
Ellenwood Lake,NS,4,Full,CampsitePermit,Less than 20ft,
Five Islands,NS,2,Full,CampsitePermit,Less than 20ft,
Mira River,NS,5,Full,CampsitePermit,Less than 20ft,
Whycocomagh,ON,1,Full,CampsitePermit,Single Tent,
The Islands,NS,2,Full,CampsitePermit,Less than 40ft,
Graves Island,NS,2,Full,CampsitePermit,Single Tent,
Rissers Beach,BC,2,Senior,CampsitePermit,Less than 40ft,
Dollar Lake,NS,5,Full,CampsitePermit,Less than 30ft,
Thomas Raddall,NS,4,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,4,Full,CampsitePermit,Single Tent,
Salsman,NS,2,Full,CampsitePermit,Less than 30ft,
Five Islands,NS,4,Full,CampsitePermit,Less than 20ft,
Mira River,NS,4,Full,CampsitePermit,Less than 20ft,
Graves Island,ON,2,Full,CampsitePermit,Less than 30ft,
Caribou Munroes,QC,4,Full,CampsitePermit,Tents,
Blomidon,QC,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,BC,5,Full,CampsitePermit,Less than 30ft,
Amherst Shore,NB,2,Full,CampsitePermit,Single Tent,
Smileys,NS,5,Full,CampsitePermit,Less than 20ft,
Rissers Beach,NS,3,Full,CampsitePermit,Less than 30ft,
Laurie,NS,3,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,2,Full,CampsitePermit,Tents,
Blomidon,NS,4,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,2,Full,CampsitePermit,Single Tent,
Smileys,NS,4,Full,CampsitePermit,Less than 20ft,
Caribou Munroes,NS,3,Full,CampsitePermit,Tents,
Salsman,NS,2,Full,CampsitePermit,Less than 30ft,
Whycocomagh,NS,2,Full,YurtPermit,Tents,
Caribou Munroes,NS,3,Full,CampsitePermit,Single Tent,
Smileys,NS,3,Full,CampsitePermit,Less than 30ft,
Ellenwood Lake,NS,2,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,5,Full,CampsitePermit,Single Tent,
Caribou Munroes,NS,4,Full,CampsitePermit,Less than 20ft,
Mira River,ON,1,Full,CampsitePermit,Single Tent,
Boylston,NS,1,Full,CampsitePermit,Single Tent,
Battery,BC,2,Senior,CampsitePermit,Less than 20ft,
Caribou Munroes,QC,2,Full,CampsitePermit,Single Tent,
Mira River,NS,5,Full,CampsitePermit,Tents,
Dollar Lake,NS,3,Senior,CampsitePermit,Single Tent,
Caribou Munroes,PE,5,Full,CampsitePermit,Less than 20ft,
Rissers Beach,NS,2,Full,CampsitePermit,Less than 20ft,
Rissers Beach,NS,5,Full,CampsitePermit,Tents,
Rissers Beach,NS,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,QC,2,Full,CampsitePermit,Less than 20ft,
Porters Lake,NS,2,Full,CampsitePermit,Less than 30ft,
Rissers Beach,NS,4,Full,CampsitePermit,Less than 20ft,
Mira River,QC,2,Full,CampsitePermit,Single Tent,
Blomidon,NS,2,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,2,Full,CampsitePermit,Less than 30ft,
Mira River,NS,5,Full,CampsitePermit,Less than 20ft,
Blomidon,NS,5,Full,CampsitePermit,Less than 20ft,
Caribou Munroes,QC,2,Full,CampsitePermit,Less than 20ft,
Amherst Shore,NB,2,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,5,FULL,CampsitePermit,Single Tent,
Graves Island,NS,2,Full,CampsitePermit,Less than 30ft,
Thomas Raddall,NS,4,Full,CampsitePermit,Tents,
Graves Island,NS,2,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,4,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,4,Full,CampsitePermit,Single Tent,
Ellenwood Lake,NS,3,Full,CampsitePermit,Less than 40ft,
Battery,BC,2,Full,CampsitePermit,Single Tent,
Dollar Lake,ON,2,Full,CampsitePermit,Single Tent,
The Islands,NS,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,AB,2,Full,CampsitePermit,Single Tent,
Five Islands,NS,3,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,2,Full,CampsitePermit,Less than 30ft,
Ellenwood Lake,NB,2,Senior,CampsitePermit,Less than 20ft,
Graves Island,QC,1,Full,CampsitePermit,Single Tent,
Blomidon,NS,3,Full,CampsitePermit,Single Tent,
Amherst Shore,NS,4,Full,CampsitePermit,Less than 20ft,
Blomidon,NS,2,Senior,CampsitePermit,Less than 40ft,
Thomas Raddall,NS,2,Full,CampsitePermit,Less than 30ft,
